subject,predicate,object
"UpperMississippian_quality","subClassOf","geological_age"
"UpperOrdovician_quality","class","owl:Class"
"UpperOrdovician_quality","subClassOf","geological_age"
"UpperPennsylvanian_quality","class","owl:Class"
"UpperPennsylvanian_quality","subClassOf","geological_age"
"UpperPleistocene_quality","class","owl:Class"
"UpperPleistocene_quality","subClassOf","geological_age"
"UpperTriassic_quality","class","owl:Class"
"UpperTriassic_quality","subClassOf","geological_age"
"Upper_Aalenian_Subage_quality","class","owl:Class"
"Upper_Aalenian_Subage_quality","subClassOf","geological_age"
"Upper_Albian_Subage_quality","class","owl:Class"
"Upper_Albian_Subage_quality","subClassOf","geological_age"
"Upper_Aptian_Subage_quality","class","owl:Class"
"Upper_Aptian_Subage_quality","subClassOf","geological_age"
"Upper_Bajocian_Subage_quality","class","owl:Class"
"Upper_Bajocian_Subage_quality","subClassOf","geological_age"
"Upper_Barremian_Subage_quality","class","owl:Class"
"Upper_Barremian_Subage_quality","subClassOf","geological_age"
"Upper_Bathonian_Subage_quality","class","owl:Class"
"Upper_Bathonian_Subage_quality","subClassOf","geological_age"
"Upper_Berriasian_Subage_quality","class","owl:Class"
"Upper_Berriasian_Subage_quality","subClassOf","geological_age"
"Upper_Callovian_Subage_quality","class","owl:Class"
"Upper_Callovian_Subage_quality","subClassOf","geological_age"
"Upper_Campanian_Subage_quality","class","owl:Class"
"Upper_Campanian_Subage_quality","subClassOf","geological_age"
"Upper_Cenomanian_Subage_quality","class","owl:Class"
"Upper_Cenomanian_Subage_quality","subClassOf","geological_age"
"Upper_Coniacian_Subage_quality","class","owl:Class"
"Upper_Coniacian_Subage_quality","subClassOf","geological_age"
"Upper_Famennian_Subage_quality","class","owl:Class"
"Upper_Famennian_Subage_quality","subClassOf","geological_age"
"Upper_Givetian_Subage_quality","class","owl:Class"
"Upper_Givetian_Subage_quality","subClassOf","geological_age"
"Upper_Hauterivian_Subage_quality","class","owl:Class"
"Upper_Hauterivian_Subage_quality","subClassOf","geological_age"
"Upper_Kimmeridgian_Subage_quality","class","owl:Class"
"Upper_Kimmeridgian_Subage_quality","subClassOf","geological_age"
"Upper_Maastrichtian_Subage_quality","class","owl:Class"
"Upper_Maastrichtian_Subage_quality","subClassOf","geological_age"
"Upper_Oxfordian_Subage_quality","class","owl:Class"
"Upper_Oxfordian_Subage_quality","subClassOf","geological_age"
"Upper_Pliensbachian_Subage_quality","class","owl:Class"
"Upper_Pliensbachian_Subage_quality","subClassOf","geological_age"
"Upper_Santonian_Subage_quality","class","owl:Class"
"Upper_Santonian_Subage_quality","subClassOf","geological_age"
"Upper_Sinemurian_Subage_quality","class","owl:Class"
"Upper_Sinemurian_Subage_quality","subClassOf","geological_age"
"Upper_Tithonian_Subage_quality","class","owl:Class"
"Upper_Tithonian_Subage_quality","subClassOf","geological_age"
"Upper_Toarcian_Subage_quality","class","owl:Class"
"Upper_Toarcian_Subage_quality","subClassOf","geological_age"
"Upper_Turonian_Subage_quality","class","owl:Class"
"Upper_Turonian_Subage_quality","subClassOf","geological_age"
"Upper_Valanginian_Subage_quality","class","owl:Class"
"Upper_Valanginian_Subage_quality","subClassOf","geological_age"
"Valanginian_quality","class","owl:Class"
"Valanginian_quality","subClassOf","geological_age"
"Vendiano_quality","class","owl:Class"
"Vendiano_quality","subClassOf","geological_age"
"Virgilian_Age_quality","class","owl:Class"
"Virgilian_Age_quality","subClassOf","geological_age"
"Visean_quality","class","owl:Class"
"Visean_quality","subClassOf","geological_age"
"Vraconiano_quality","class","owl:Class"
"Vraconiano_quality","subClassOf","geological_age"
"Warnantian_Subage_quality","class","owl:Class"
"Warnantian_Subage_quality","subClassOf","geological_age"
"Wenlock_quality","class","owl:Class"
"Wenlock_quality","subClassOf","geological_age"
"Westphalian_Age_quality","class","owl:Class"
"Westphalian_Age_quality","subClassOf","geological_age"
"Wolfcampiano_quality","class","owl:Class"
"Wolfcampiano_quality","subClassOf","geological_age"
"Wordian_quality","class","owl:Class"
"Wordian_quality","subClassOf","geological_age"
"Wuchiapingian_quality","class","owl:Class"
"Wuchiapingian_quality","subClassOf","geological_age"
"Wuliuan_quality","class","owl:Class"
"Wuliuan_quality","subClassOf","geological_age"
"Yeadorian_Subage_quality","class","owl:Class"
"Yeadorian_Subage_quality","subClassOf","geological_age"
"Ypresian_quality","class","owl:Class"
"Ypresian_quality","subClassOf","geological_age"
"Zanclean_quality","class","owl:Class"
"Zanclean_quality","subClassOf","geological_age"
"Zechstein_Epoch_quality","class","owl:Class"
"Zechstein_Epoch_quality","subClassOf","geological_age"
"agglomerate","class","owl:Class"
"agglomerate","subClassOf","rock"
"amphibolite","class","owl:Class"
"amphibolite","subClassOf","rock"
"anatexite","class","owl:Class"
"anatexite","subClassOf","rock"
"andesite","class","owl:Class"
"andesite","subClassOf","rock"
"andesitic_rock","class","owl:Class"
"andesitic_rock","subClassOf","rock"
"anhydrite","class","owl:Class"
"anhydrite","subClassOf","rock"
"anorthosite","class","owl:Class"
"anorthosite","subClassOf","rock"
"anorthositic_rock","class","owl:Class"
"anorthositic_rock","subClassOf","rock"
"anthropogenic_fluid","class","owl:Class"
"anthropogenic_fluid","subClassOf","anthropogenic_material"
"anthropogenic_material","class","owl:Class"
"anthropogenic_material","subClassOf","material_entity"
"antracite","class","owl:Class"
"antracite","subClassOf","rock"
"aplite","class","owl:Class"
"aplite","subClassOf","rock"
"arcose","class","owl:Class"
"arcose","subClassOf","rock"
"argillite","class","owl:Class"
"argillite","subClassOf","rock"
"ash","class","owl:Class"
"ash","subClassOf","unconsolidated_earth_material"
"autobreccia","class","owl:Class"
"autobreccia","subClassOf","rock"
"bafflestone","class","owl:Class"
"bafflestone","subClassOf","rock"
"basalt","class","owl:Class"
"basalt","subClassOf","rock"
"basaltic_rock","class","owl:Class"
"basaltic_rock","subClassOf","rock"
"basanite","class","owl:Class"
"basanite","subClassOf","rock"
"basin","class","owl:Class"
"basin","subClassOf","site"
"bindstone","class","owl:Class"
"bindstone","subClassOf","rock"
"bioacumulado","class","owl:Class"
"bioacumulado","subClassOf","rock"
"biolitito","class","owl:Class"
"biolitito","subClassOf","rock"
"bituminous_schist","class","owl:Class"
"bituminous_schist","subClassOf","rock"
"block_tephra","class","owl:Class"
"block_tephra","subClassOf","unconsolidated_earth_material"
"blueschist","class","owl:Class"
"blueschist","subClassOf","rock"
"boundstone","class","owl:Class"
"boundstone","subClassOf","rock"
"breccia","class","owl:Class"
"breccia","subClassOf","rock"
"burial","class","owl:Class"
"burial","subClassOf","petroleum_system_events"
"calc_silicate_rock","class","owl:Class"
"calc_silicate_rock","subClassOf","rock"
"calciarenite","class","owl:Class"
"calciarenite","subClassOf","rock"
"calcirudite","class","owl:Class"
"calcirudite","subClassOf","rock"
"calcissiltite","class","owl:Class"
"calcissiltite","subClassOf","rock"
"calcrete","class","owl:Class"
"calcrete","subClassOf","rock"
"caliche","class","owl:Class"
"caliche","subClassOf","rock"
"carbon_dioxide","class","owl:Class"
"carbon_dioxide","subClassOf","o&g_earth_fluid"
"carbonatic_breccia","class","owl:Class"
"carbonatic_breccia","subClassOf","rock"
"carbonatos","class","owl:Class"
"carbonatos","subClassOf","rock"
"carnallite","class","owl:Class"
"carnallite","subClassOf","rock"
"cataclasite","class","owl:Class"
"cataclasite","subClassOf","rock"
"chert","class","owl:Class"
"chert","subClassOf","rock"
"clastic_sediment","class","owl:Class"
"clastic_sediment","subClassOf","unconsolidated_earth_material"
"clay","class","owl:Class"
"clay","subClassOf","unconsolidated_earth_material"
"coal","class","owl:Class"
"coal","subClassOf","rock"
"cobbles","class","owl:Class"
"cobbles","subClassOf","unconsolidated_earth_material"
"condensate","class","owl:Class"
"condensate","subClassOf","o&g_earth_fluid"
"conglomerate","class","owl:Class"
"conglomerate","subClassOf","rock"
"contact_metamorphic_rock","class","owl:Class"
"contact_metamorphic_rock","subClassOf","rock"
"continuant","class","owl:Class"
"continuant","subClassOf","entity"
"coquina","class","owl:Class"
"coquina","subClassOf","rock"
"crystalline_limestone","class","owl:Class"
"crystalline_limestone","subClassOf","rock"
"dacite","class","owl:Class"
"dacite","subClassOf","rock"
"dacitic_rock","class","owl:Class"
"dacitic_rock","subClassOf","rock"
"dendrolito","class","owl:Class"
"dendrolito","subClassOf","rock"
"diabase","class","owl:Class"
"diabase","subClassOf","rock"
"diamictite","class","owl:Class"
"diamictite","subClassOf","rock"
"diatexite","class","owl:Class"
"diatexite","subClassOf","rock"
"diorite","class","owl:Class"
"diorite","subClassOf","rock"
"dioritic_rock","class","owl:Class"
"dioritic_rock","subClassOf","rock"
"disposition","class","owl:Class"
"disposition","subClassOf","realizable_entity"
"dolocrete","class","owl:Class"
"dolocrete","subClassOf","rock"
"dolomite","class","owl:Class"
"dolomite","subClassOf","rock"
"dry_gas","class","owl:Class"
"dry_gas","subClassOf","o&g_earth_fluid"
"earth_fluid","class","owl:Class"
"earth_fluid","subClassOf","earth_material"
"earth_material","class","owl:Class"
"earth_material","subClassOf","material_entity"
"eclogite","class","owl:Class"
"eclogite","subClassOf","rock"
"entity","class","owl:Class"
"esferulitito","class","owl:Class"
"esferulitito","subClassOf","rock"
"estromatolito","class","owl:Class"
"estromatolito","subClassOf","rock"
"evaporite","class","owl:Class"
"evaporite","subClassOf","rock"
"fault_gouge","class","owl:Class"
"fault_gouge","subClassOf","rock"
"fault_rock","class","owl:Class"
"fault_rock","subClassOf","rock"
"field","class","owl:Class"
"field","subClassOf","site"
"floatstone","class","owl:Class"
"floatstone","subClassOf","rock"
"foidite","class","owl:Class"
"foidite","subClassOf","rock"
"foiditic_rock","class","owl:Class"
"foiditic_rock","subClassOf","rock"
"foidolite","class","owl:Class"
"foidolite","subClassOf","rock"
"framestone","class","owl:Class"
"framestone","subClassOf","rock"
"gabbro","class","owl:Class"
"gabbro","subClassOf","rock"
"gabbroic_rock","class","owl:Class"
"gabbroic_rock","subClassOf","rock"
"gas","class","owl:Class"
"gas","subClassOf","o&g_earth_fluid"
"gaseous_hydrocarbon","class","owl:Class"
"gaseous_hydrocarbon","subClassOf","o&g_earth_fluid"
"generically_dependent_continuant","class","owl:Class"
"generically_dependent_continuant","subClassOf","continuant"
"geological_age","class","owl:Class"
"geological_age","subClassOf","quality"
"geological_object","class","owl:Class"
"geological_object","subClassOf","object"
"geological_process","class","owl:Class"
"geological_process","subClassOf","process"
"geological_structure","class","owl:Class"
"geological_structure","subClassOf","generically_dependent_continuant"
"geological_time_interval","class","owl:Class"
"geological_time_interval","subClassOf","one_dimensional_temporal_region"
"gipsita","class","owl:Class"
"gipsita","subClassOf","rock"
"gneiss","class","owl:Class"
"gneiss","subClassOf","rock"
"grainstone","class","owl:Class"
"grainstone","subClassOf","rock"
"granite","class","owl:Class"
"granite","subClassOf","rock"
"granitic_rock","class","owl:Class"
"granitic_rock","subClassOf","rock"
"granodiorite","class","owl:Class"
"granodiorite","subClassOf","rock"
"granulite","class","owl:Class"
"granulite","subClassOf","rock"
"grauvaque","class","owl:Class"
"grauvaque","subClassOf","rock"
"gravel","class","owl:Class"
"gravel","subClassOf","unconsolidated_earth_material"
"greenschist","class","owl:Class"
"greenschist","subClassOf","rock"
"greisen","class","owl:Class"
"greisen","subClassOf","rock"
"gypsum","class","owl:Class"
"gypsum","subClassOf","rock"
"halite","class","owl:Class"
"halite","subClassOf","rock"
"hard_coal","class","owl:Class"
"hard_coal","subClassOf","rock"
"heavy_oil","class","owl:Class"
"heavy_oil","subClassOf","o&g_earth_fluid"
"high_pressure_metamorphic_rock","class","owl:Class"
"high_pressure_metamorphic_rock","subClassOf","rock"
"hiloclastite","class","owl:Class"
"hiloclastite","subClassOf","rock"
"hornfels","class","owl:Class"
"hornfels","subClassOf","rock"
"hydrocarbon","class","owl:Class"
"hydrocarbon","subClassOf","o&g_earth_fluid"
"hydrocarbon_accumulation","class","owl:Class"
"hydrocarbon_accumulation","subClassOf","petroleum_system_events"
"hydrocarbon_generation","class","owl:Class"
"hydrocarbon_generation","subClassOf","petroleum_system_events"
"hydrocarbon_migration","class","owl:Class"
"hydrocarbon_migration","subClassOf","petroleum_system_events"
"hypabyssal_rock","class","owl:Class"
"hypabyssal_rock","subClassOf","rock"
"igneous_rock","class","owl:Class"
"igneous_rock","subClassOf","rock"
"igneous_sediment","class","owl:Class"
"igneous_sediment","subClassOf","unconsolidated_earth_material"
"ignimbrite","class","owl:Class"
"ignimbrite","subClassOf","rock"
"immaterial_entity","class","owl:Class"
"immaterial_entity","subClassOf","independent_continuant"
"independent_continuant","class","owl:Class"
"independent_continuant","subClassOf","continuant"
"kimberlite","class","owl:Class"
"kimberlite","subClassOf","rock"
"laminito","class","owl:Class"
"laminito","subClassOf","rock"
"lamito","class","owl:Class"
"lamito","subClassOf","rock"
"lamprophyre","class","owl:Class"
"lamprophyre","subClassOf","rock"
"lapilli","class","owl:Class"
"lapilli","subClassOf","unconsolidated_earth_material"
"lapilli_tuff","class","owl:Class"
"lapilli_tuff","subClassOf","rock"
"lapillite","class","owl:Class"
"lapillite","subClassOf","rock"
"latite","class","owl:Class"
"latite","subClassOf","rock"
"leiolito","class","owl:Class"
"leiolito","subClassOf","rock"
"lignite","class","owl:Class"
"lignite","subClassOf","rock"
"limestone","class","owl:Class"
"limestone","subClassOf","rock"
"liquid_hydrocarbon","class","owl:Class"
"liquid_hydrocarbon","subClassOf","o&g_earth_fluid"
"litharenite","class","owl:Class"
"litharenite","subClassOf","rock"
"lithostratigraphic_unit","class","owl:Class"
"lithostratigraphic_unit","subClassOf","geological_object"
"magma","class","owl:Class"
"magma","subClassOf","rock"
"marble","class","owl:Class"
"marble","subClassOf","rock"
"marlstone","class","owl:Class"
"marlstone","subClassOf","rock"
"material_entity","class","owl:Class"
"material_entity","subClassOf","independent_continuant"
"meta_arenito","class","owl:Class"
"meta_arenito","subClassOf","rock"
"metabasalt","class","owl:Class"
"metabasalt","subClassOf","rock"
"metacarbonatic_rock","class","owl:Class"
"metacarbonatic_rock","subClassOf","rock"
"metagabbro","class","owl:Class"
"metagabbro","subClassOf","rock"
"metagranite","class","owl:Class"
"metagranite","subClassOf","rock"
"metamorphic_rock","class","owl:Class"
"metamorphic_rock","subClassOf","rock"
"metamorphic_rock_per_composition","class","owl:Class"
"metamorphic_rock_per_composition","subClassOf","rock"
"metamorphic_rock_per_metamorphism","class","owl:Class"
"metamorphic_rock_per_metamorphism","subClassOf","rock"
"metamorphic_rock_per_origin","class","owl:Class"
"metamorphic_rock_per_origin","subClassOf","rock"
"metasiliciclastic_rock","class","owl:Class"
